Species Name,"Organism
Type",Synonyms,Common Names,Broad Habitat,Exotic in,Invasive in,Main Reference
Eriocheir sinensis,"Invertebrate -
crustacean",,Chinese mitten crab,Marine,Louisiana;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Eriocheir sinensis,"Invertebrate -
crustacean",,Chinese mitten crab,Marine,Louisiana;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Eriophyes sp,Invertebrate - Mite,,Acaro del Hibiscus (DR);Gall-mite;,Terrestrial,Dominican Republic;,Dominican Republic;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Eriophyes sp,Invertebrate - Mite,,Acaro del Hibiscus (DR);Gall-mite;,Terrestrial,Dominican Republic;,Dominican Republic;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Erwinia amylovora,Bacteria,,Fireblight,,Bermuda;,,"CABI,2011. Erwinia amylovora. In: Invasive Species Compendium.
Wallingford, UK: CAB International. http://www.cabi.org/isc."
Erwinia amylovora,Bacteria,,Fireblight,,Bermuda;,,"CABI,2011. Erwinia amylovora. In: Invasive Species Compendium.
Wallingford, UK: CAB International. http://www.cabi.org/isc."
Erythrina berteroana,Plant - Tree,,,Terrestrial,Puerto Rico,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Erythrina berteroana,Plant - Tree,,,Terrestrial,Puerto Rico,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Erythrina fusca,Plant - Tree,,,Terrestrial,Puerto Rico,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Erythrina fusca,Plant - Tree,,,Terrestrial,Puerto Rico,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Erythrina poeppigiana,Plant - Tree,,,Terrestrial,"Puerto Rico;Barbados;Grenada;Guadeloupe;Jamaica;Martinique;Montserrat,St.
Lucia",,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Erythrina poeppigiana,Plant - Tree,,,Terrestrial,"Puerto Rico;Barbados;Grenada;Guadeloupe;Jamaica;Martinique;Montserrat,St.
Lucia",,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Erythrocebus patas,"Vertebrate -
Mammal",,Patas monkey;,Terrestrial,Puerto Rico;,Puerto Rico;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Erythrocebus patas,"Vertebrate -
Mammal",,Patas monkey;,Terrestrial,Puerto Rico;,Puerto Rico;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Estrilda astrild,Vertebrate - Bird,,Common waxbill;,Terrestrial,Trinidad;Bermuda;Puerto Rico;,Trinidad;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Estrilda astrild,Vertebrate - Bird,,Common waxbill;,Terrestrial,Trinidad;Bermuda;Puerto Rico;,Trinidad;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Eucalanus elongates,"Invertebrate -
crustacean",,A copepod,Marine,Colombia;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Eucalanus elongates,"Invertebrate -
crustacean",,A copepod,Marine,Colombia;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Eucalanus sp.,"Invertebrate -
crustacean",,A copepod,Marine,Colombia;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Eucalanus sp.,"Invertebrate -
crustacean",,A copepod,Marine,Colombia;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Eucalyptus camaldulensis,Plant-Tree,,Red gum,,Cuba;Guyana;Trinidad-Tobago;Puerto Rico;,,"CABI,2011. Eucalyptus camaldulensis. In: Invasive Species
Compendium. Wallingford, UK: CAB International.
http://www.cabi.org/isc."
Eucalyptus camaldulensis,Plant-Tree,,Red gum,,Cuba;Guyana;Trinidad-Tobago;Puerto Rico;,,"CABI,2011. Eucalyptus camaldulensis. In: Invasive Species
Compendium. Wallingford, UK: CAB International.
http://www.cabi.org/isc."
Eucalyptus globulus,Plant - Tree,,,Terrestrial,Haiti;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Eucalyptus globulus,Plant - Tree,,,Terrestrial,Haiti;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Eucalyptus paniculata,Plant -Tree,,Grey ironbark,,Haiti;,,"CABI,2011. Eucalyptus paniculata. In: Invasive Species
Compendium. Wallingford, UK: CAB International.
http://www.cabi.org/isc."
Eucalyptus paniculata,Plant -Tree,,Grey ironbark,,Haiti;,,"CABI,2011. Eucalyptus paniculata. In: Invasive Species
Compendium. Wallingford, UK: CAB International.
http://www.cabi.org/isc."
Eucalyptus robusta,Plant - Tree,,,Terrestrial,Puerto Rico;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Eucalyptus robusta,Plant - Tree,,,Terrestrial,Puerto Rico;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Eucheuma spp.,Plant - Aquatic,,,Marine,Cuba;Venezuela;Florida;,,"CABI,2012. Eucheuma spp. In: Invasive Species Compendium.
Wallingford, UK: CAB International. http://www.cabi.org/isc."
Eucheuma spp.,Plant - Aquatic,,,Marine,Cuba;Venezuela;Florida;,,"CABI,2012. Eucheuma spp. In: Invasive Species Compendium.
Wallingford, UK: CAB International. http://www.cabi.org/isc."
Eugenia uniflora,Plant - Tree,,Suriname cherry (Bahamas Islands);,Terrestrial,"Bahamas Islands;Bermuda;Cayman Islands;Haiti;Dominican Republic;Puerto
Rico;US Virgin Islands;Martinique;Guadeloupe;Cuba;Jamaica;","Bahamas
Islands;Bermuda;Cayman Islands;Cuba;Dominican Republic;Jamaica;Puerto
Rico;Haiti;US Virgin Islands (St.Croix Island,St.Thomas Island)","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Eugenia uniflora,Plant - Tree,,Suriname cherry (Bahamas Islands);,Terrestrial,"Bahamas Islands;Bermuda;Cayman Islands;Haiti;Dominican Republic;Puerto
Rico;US Virgin Islands;Martinique;Guadeloupe;Cuba;Jamaica;","Bahamas
Islands;Bermuda;Cayman Islands;Cuba;Dominican Republic;Jamaica;Puerto
Rico;Haiti;US Virgin Islands (St.Croix Island,St.Thomas Island)","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Euglandina rosea,"Invertebrate -
Mollusc",,Rosy predator snail(ISC),,Bermuda;Bahamas Islands;,Bemuda;Bahamas Islands;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Euglandina rosea,"Invertebrate -
Mollusc",,Rosy predator snail(ISC),,Bermuda;Bahamas Islands;,Bemuda;Bahamas Islands;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Eupatorium adenophorum,Plant - Herb,,"Glandular Eupatorium;Ageratina
adenophora(ISC)",Terrestrial,Bermuda;Jamaica;Trinidad-Tobago;,Jamaica;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Eupatorium adenophorum,Plant - Herb,,"Glandular Eupatorium;Ageratina
adenophora(ISC)",Terrestrial,Bermuda;Jamaica;Trinidad-Tobago;,Jamaica;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Eupatorium riparium,Plant - Herb,Ageratina riparia;,small white Eupatorium;Mistflower(ISC),Terrestrial,Bermuda;Cuba;Jamaica;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Eupatorium riparium,Plant - Herb,Ageratina riparia;,small white Eupatorium;Mistflower(ISC),Terrestrial,Bermuda;Cuba;Jamaica;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Euphorbia lactea,Plant - Succulent,,"cactus surnam;Candelabra cactus;false
cactus;dragon bones;white ghost",Terrestrial,Curacao,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Euphorbia lactea,Plant - Succulent,,"cactus surnam;Candelabra cactus;false
cactus;dragon bones;white ghost",Terrestrial,Curacao,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Europhoria sepulcratis,"Invertebrate -
Insect",,scarab beetle,Terrestrial,Bahamas Islands;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Europhoria sepulcratis,"Invertebrate -
Insect",,scarab beetle,Terrestrial,Bahamas Islands;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Euxiphipops navarchus,Vertebrate - Fish,,Blue-girded angelfish;,Marine,Bahamas Islands;,Bahamas Islands;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Euxiphipops navarchus,Vertebrate - Fish,,Blue-girded angelfish;,Marine,Bahamas Islands;,Bahamas Islands;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Euxiphipops xanthometopon,Vertebrate - Fish,,Yellow-faced angelfish;,Marine,Bahamas Islands;,Bahamas Islands;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Euxiphipops xanthometopon,Vertebrate - Fish,,Yellow-faced angelfish;,Marine,Bahamas Islands;,Bahamas Islands;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Falcataria moluccana,Plant - Tree,"Paraserianthes
falcataria;Peraserianthes
falcatorica;",Batai wood (ISC),Terrestrial,Haiti;Cuba;Venezuela;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Falcataria moluccana,Plant - Tree,"Paraserianthes
falcataria;Peraserianthes
falcatorica;",Batai wood (ISC),Terrestrial,Haiti;Cuba;Venezuela;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Felis catus,"Vertebrate -
Mammal",,Cat;Domestic cat;,Terrestrial,"Jamaica;Bahamas Islands;Dominican Republic;Turks-Caicos;British Virgin
Islands;Antigua-Barbuda;Bermuda;Puerto Rico;St. Martin;Curacao;US Virgin
Islands;Barbados;Haiti;Anguilla;Montserrat;Cayman Islands; Guadeloupe;","Jamaica;Bahamas Islands;Dominican Republic;Turks-Caicos;British Virgin
Islands;Antigua-Barbuda;Bermuda;Puerto Rico;St. Martin;Curacao;US Virgin
Islands;Barbados;Haiti;Anguilla;Cayman Islands;Guadeloupe;Montserrat;","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Felis catus,"Vertebrate -
Mammal",,Cat;Domestic cat;,Terrestrial,"Jamaica;Bahamas Islands;Dominican Republic;Turks-Caicos;British Virgin
Islands;Antigua-Barbuda;Bermuda;Puerto Rico;St. Martin;Curacao;US Virgin
Islands;Barbados;Haiti;Anguilla;Montserrat;Cayman Islands; Guadeloupe;","Jamaica;Bahamas Islands;Dominican Republic;Turks-Caicos;British Virgin
Islands;Antigua-Barbuda;Bermuda;Puerto Rico;St. Martin;Curacao;US Virgin
Islands;Barbados;Haiti;Anguilla;Cayman Islands;Guadeloupe;Montserrat;","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Ficopomatus enigmaticus,"Invertebrate -
Annelid",,Tubeworm,Marine,Florida;Texas;,Texas;,"CABI,2012. Ficopomatus enigmaticus. In: Invasive Species
Compendium. Wallingford, UK: CAB International.
http://www.cabi.org/isc."
Ficopomatus enigmaticus,"Invertebrate -
Annelid",,Tubeworm,Marine,Florida;Texas;,Texas;,"CABI,2012. Ficopomatus enigmaticus. In: Invasive Species
Compendium. Wallingford, UK: CAB International.
http://www.cabi.org/isc."
Ficus retusa,Plant - Tree,"Ficus microcarpa;
Ficus nitida; Ficus
microcarpus;","Indian Laurel;Chinese Banyan;Malayan
Banyan;Cuban Laurel Fig;",Terrestrial,Bermuda;Anguilla;Puerto Rico;,Bermuda;Puerto Rico;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
